Household_ID,State,Rural_Urban,Household_Size,Monthly_Income,Education_Level,Employment_Status,Food_Expenditure,Housing_Expenditure,Transport_Expenditure,Healthcare_Expenditure,Other_Expenditures,Total_Expenditure,MPCE,Age_Household_Head,Gender_Household_Head,Electricity_Access,Internet_Access,Cooking_Fuel_Type,Water_Source,Sanitation_Facility,Vehicle_Ownership,Loan_Repayment,Savings,Mobile_Phones_Owned,TV_Ownership,Computer_Ownership,Internet_Data_Usage_GB,Type_of_Employment,Agricultural_Land_Owned,Financial_Aid_Received,Type_of_House,Debt_Amount,Insurance_Coverage
H00365,Gujarat,Urban,5,60426,Higher Secondary,Self-Employed,3015,25746,4805,3102,15660,52328,10465.6,37,Male,Yes,Yes,Wood,River,Yes,1,2926,16346,4,No,Yes,194,Private,6,No,Own House,342494,No
H00366,Gujarat,Urban,8,31819,Postgraduate,Self-Employed,3384,17678,3507,13195,3914,41678,5209.75,75,Male,No,Yes,LPG,Piped Water,Yes,2,7975,8209,3,No,Yes,88,Unemployed,9,No,Own House,426299,Yes
H00367,Karnataka,Rural,4,97051,No Schooling,Self-Employed,27973,38052,1469,13591,18040,99125,24781.25,74,Male,No,No,LPG,Well,Yes,0,6966,23858,4,No,Yes,344,Unemployed,4,No,Own House,316062,Yes
H00368,Maharashtra,Urban,5,29217,Higher Secondary,Unemployed,10745,24185,9272,3918,12620,60740,12148.0,43,Female,No,Yes,Electricity,Piped Water,No,1,9133,23191,0,No,No,75,Unemployed,8,Yes,Temporary Shelter,398009,Yes
H00369,Uttar Pradesh,Rural,4,93708,Secondary,Unemployed,20734,34686,3324,221,2043,61008,15252.0,25,Male,No,No,Other,Piped Water,Yes,0,6587,43156,2,Yes,No,220,Unemployed,6,No,Temporary Shelter,259040,Yes
H00370,Gujarat,Urban,4,37994,Higher Secondary,Self-Employed,19653,12445,1711,1700,771,36280,9070.0,64,Male,Yes,Yes,Electricity,River,No,0,5091,13417,1,No,Yes,138,Unemployed,6,Yes,Rented House,312672,No
H00371,Tamil Nadu,Rural,8,20036,Secondary,Employed,3260,34266,729,9234,5795,53284,6660.5,56,Female,No,No,Electricity,Other,No,0,8985,16862,2,Yes,Yes,371,Government,2,Yes,Rented House,379647,Yes
H00372,Rajasthan,Rural,2,82275,Primary,Self-Employed,9701,3809,4784,10152,15463,43909,21954.5,46,Female,Yes,Yes,Electricity,Well,No,0,17061,3565,0,Yes,No,394,Government,0,No,Rented House,66798,Yes
H00373,Maharashtra,Urban,1,54416,Postgraduate,Self-Employed,26760,38729,3685,3841,12080,85095,85095.0,72,Female,No,No,Wood,River,Yes,1,1561,25722,1,Yes,No,240,Private,4,No,Rented House,9319,Yes
H00374,Rajasthan,Urban,3,14587,No Schooling,Employed,22947,37547,1001,5412,19593,86500,28833.333333333332,53,Male,No,No,Other,Other,Yes,1,8644,6900,3,Yes,Yes,153,Unemployed,7,No,Rented House,406410,Yes
H00375,Delhi,Rural,9,5645,Higher Secondary,Self-Employed,25281,35886,548,391,13097,75203,8355.888888888889,26,Female,Yes,No,Wood,Piped Water,Yes,1,14785,49361,3,No,No,52,Unemployed,4,Yes,Rented House,412525,No
H00376,Tamil Nadu,Rural,4,35930,Secondary,Employed,28986,7391,4066,13506,12545,66494,16623.5,64,Male,Yes,No,Electricity,Well,No,2,3656,35639,2,Yes,No,141,Private,9,No,Own House,189468,Yes
H00377,Tamil Nadu,Urban,5,86835,Graduate,Unemployed,24056,1145,3555,13614,14103,56473,11294.6,62,Male,No,Yes,Other,Piped Water,No,1,16139,36751,1,No,Yes,319,Private,2,Yes,Rented House,225368,Yes
H00378,Delhi,Rural,2,35090,No Schooling,Unemployed,12401,14929,9380,8787,10437,55934,27967.0,72,Male,No,Yes,LPG,Piped Water,Yes,2,209,2700,1,Yes,Yes,463,Self-Employed,8,No,Temporary Shelter,289142,Yes
H00379,Maharashtra,Urban,4,92489,Primary,Employed,17519,25326,886,7374,15330,66435,16608.75,79,Male,No,No,Other,Well,No,2,4983,5618,4,No,Yes,393,Private,1,Yes,Rented House,3468,No
H00380,Delhi,Urban,2,57142,Secondary,Unemployed,23977,30991,1469,5314,7222,68973,34486.5,35,Male,No,No,Electricity,Other,No,2,7141,19727,0,No,Yes,30,Private,2,No,Temporary Shelter,112178,No
H00381,Rajasthan,Urban,2,31475,Postgraduate,Unemployed,13864,38333,9697,4862,8701,75457,37728.5,41,Female,Yes,No,Other,Other,No,1,10118,29469,3,Yes,No,222,Private,3,No,Rented House,143723,Yes
H00382,Karnataka,Urban,4,23888,Postgraduate,Employed,17681,17576,6320,4526,4644,50747,12686.75,79,Male,No,Yes,LPG,Well,Yes,1,16261,31545,2,No,Yes,291,Self-Employed,9,Yes,Own House,413621,Yes
H00383,Tamil Nadu,Rural,6,48732,Primary,Unemployed,24539,29464,3552,9265,6106,72926,12154.333333333334,75,Female,No,No,LPG,Well,No,1,3966,16789,1,Yes,No,265,Government,0,Yes,Own House,145554,No
H00384,West Bengal,Urban,7,86623,Primary,Self-Employed,7543,9243,7897,11013,7266,42962,6137.428571428572,67,Male,No,No,Other,River,No,2,10069,16023,3,No,No,281,Self-Employed,3,No,Temporary Shelter,266553,Yes
H00385,West Bengal,Rural,3,51305,Postgraduate,Self-Employed,25624,32601,2802,4535,17614,83176,27725.333333333332,32,Male,No,Yes,LPG,River,Yes,2,8818,38569,2,Yes,No,275,Government,3,Yes,Rented House,66083,No
H00386,Rajasthan,Urban,3,51037,Higher Secondary,Employed,23067,3410,2783,8481,16428,54169,18056.333333333332,46,Female,No,No,Wood,Piped Water,Yes,0,10918,30503,3,Yes,No,380,Private,8,Yes,Own House,234267,Yes
H00387,Uttar Pradesh,Rural,6,14346,Higher Secondary,Unemployed,20265,2820,4866,10671,2148,40770,6795.0,28,Male,Yes,No,Other,Well,Yes,2,9650,1058,2,No,Yes,43,Self-Employed,7,Yes,Own House,85443,Yes
H00388,Gujarat,Urban,3,5587,Secondary,Self-Employed,14488,36289,622,8848,2630,62877,20959.0,35,Male,Yes,Yes,LPG,Other,Yes,2,19208,40463,3,No,No,61,Self-Employed,1,Yes,Rented House,285570,No
H00389,Delhi,Rural,2,17763,Graduate,Self-Employed,27097,39650,7299,10672,14892,99610,49805.0,32,Female,Yes,No,LPG,Piped Water,Yes,1,1250,3638,4,Yes,Yes,200,Government,6,No,Temporary Shelter,370169,Yes
H00390,Delhi,Rural,8,64165,Secondary,Unemployed,12079,35635,9972,12841,11088,81615,10201.875,33,Female,Yes,No,Other,Piped Water,Yes,0,4758,23504,0,Yes,No,334,Self-Employed,5,Yes,Temporary Shelter,316901,Yes
H00391,Uttar Pradesh,Urban,5,74615,Graduate,Unemployed,12744,8465,4227,9396,4866,39698,7939.6,50,Male,Yes,Yes,Wood,Piped Water,No,0,4363,10083,3,No,Yes,8,Self-Employed,6,No,Temporary Shelter,145508,Yes
H00392,Uttar Pradesh,Urban,1,41116,Primary,Self-Employed,5809,33439,8950,13844,2006,64048,64048.0,26,Male,No,No,Other,Piped Water,No,0,2163,35471,0,Yes,No,70,Unemployed,3,No,Own House,278634,No
H00393,Rajasthan,Urban,3,90751,No Schooling,Self-Employed,24191,28314,9639,12926,19042,94112,31370.666666666668,40,Male,Yes,Yes,LPG,Other,No,1,9815,24742,3,Yes,No,89,Government,4,No,Rented House,52136,No
H00394,Rajasthan,Urban,8,96353,Secondary,Employed,23267,20583,5458,5694,19800,74802,9350.25,55,Female,Yes,No,Other,Piped Water,No,0,1853,13567,1,Yes,Yes,23,Self-Employed,5,Yes,Own House,160034,Yes
H00395,Uttar Pradesh,Rural,4,95301,Secondary,Employed,9206,28155,1024,8736,15722,62843,15710.75,30,Male,No,No,LPG,Well,Yes,0,17137,305,4,No,Yes,139,Self-Employed,8,No,Own House,496988,Yes
H00396,Tamil Nadu,Urban,7,30556,Graduate,Self-Employed,22539,39871,9579,2911,12863,87763,12537.57142857143,77,Female,Yes,No,Electricity,River,No,1,1868,27509,4,Yes,Yes,315,Private,1,No,Own House,422504,Yes
H00397,Rajasthan,Rural,2,64042,Primary,Employed,23057,13197,8899,7795,12295,65243,32621.5,45,Female,Yes,No,Other,Other,Yes,0,16565,12542,0,Yes,Yes,339,Unemployed,8,No,Own House,284380,Yes
H00398,Karnataka,Rural,7,23099,Primary,Self-Employed,15746,30511,648,13144,10358,70407,10058.142857142857,50,Male,Yes,No,Other,Well,Yes,2,17897,26390,1,No,No,375,Unemployed,9,No,Rented House,145995,No
H00399,Rajasthan,Urban,5,50096,Graduate,Self-Employed,17995,16424,8501,6473,13116,62509,12501.8,43,Female,Yes,Yes,LPG,Well,No,2,15568,26208,2,Yes,No,77,Private,0,No,Own House,460002,No
H00400,Delhi,Rural,5,76986,Primary,Employed,18035,1240,937,6484,4636,31332,6266.4,52,Male,No,No,LPG,Well,No,2,9094,5791,4,Yes,No,213,Private,3,Yes,Own House,186963,No
H00401,Rajasthan,Rural,6,18230,Postgraduate,Employed,13671,5631,4249,10854,13978,48383,8063.833333333333,32,Male,No,No,LPG,River,Yes,2,19728,39009,1,Yes,No,15,Private,4,No,Temporary Shelter,406480,Yes
H00402,Tamil Nadu,Rural,9,34009,Higher Secondary,Unemployed,15210,10599,8686,9508,11661,55664,6184.888888888889,38,Female,Yes,Yes,LPG,River,Yes,2,5238,19604,1,Yes,No,28,Private,8,Yes,Own House,329291,Yes
H00403,Uttar Pradesh,Rural,6,75969,Postgraduate,Unemployed,19793,25658,4953,9017,3189,62610,10435.0,48,Female,No,Yes,Other,River,Yes,2,7089,30262,0,No,Yes,415,Unemployed,5,No,Rented House,270072,No
H00404,Delhi,Urban,8,38866,No Schooling,Unemployed,28270,38845,5836,12771,3310,89032,11129.0,72,Female,Yes,No,LPG,Well,Yes,2,18940,39596,1,Yes,Yes,466,Self-Employed,3,No,Own House,165630,Yes
H00405,Rajasthan,Urban,7,89246,Secondary,Self-Employed,7197,33574,5051,10371,12163,68356,9765.142857142857,68,Female,No,Yes,Other,River,No,2,5280,38898,1,Yes,No,374,Self-Employed,1,Yes,Rented House,318513,Yes
H00406,Tamil Nadu,Urban,9,81975,No Schooling,Employed,17553,37536,3323,4194,6652,69258,7695.333333333333,61,Female,No,No,Wood,Piped Water,Yes,2,4244,49430,2,Yes,Yes,290,Private,4,Yes,Rented House,328547,No
H00407,Karnataka,Urban,4,46855,Secondary,Self-Employed,9452,8995,6228,1878,512,27065,6766.25,50,Female,No,Yes,Other,River,No,1,2164,21651,0,Yes,No,42,Government,7,No,Rented House,359369,Yes
H00408,Rajasthan,Rural,2,86557,Higher Secondary,Employed,10718,26186,9177,8614,11662,66357,33178.5,55,Male,No,Yes,LPG,Other,Yes,1,15149,13483,0,Yes,No,351,Private,7,No,Temporary Shelter,307357,No
H00409,Tamil Nadu,Rural,7,11416,Primary,Self-Employed,16859,30245,8891,943,8499,65437,9348.142857142857,75,Male,No,No,LPG,Well,Yes,2,14088,16596,1,No,Yes,374,Self-Employed,5,No,Temporary Shelter,98631,Yes
H00410,Karnataka,Urban,6,77516,Postgraduate,Unemployed,29236,23813,2482,662,7719,63912,10652.0,56,Male,No,Yes,Wood,Well,Yes,1,18405,41816,2,No,No,52,Government,0,No,Own House,3816,Yes
H00411,Uttar Pradesh,Urban,1,60915,Graduate,Unemployed,4172,14276,7496,1768,5828,33540,33540.0,74,Female,No,No,Other,Piped Water,No,1,2821,9188,3,Yes,Yes,275,Private,7,No,Own House,360306,Yes
H00412,Rajasthan,Urban,9,23058,Postgraduate,Unemployed,15158,20989,2811,11739,4121,54818,6090.888888888889,65,Female,No,Yes,Wood,River,Yes,2,10473,47082,4,Yes,No,370,Government,3,Yes,Own House,429132,Yes
H00413,Karnataka,Rural,9,81637,Higher Secondary,Self-Employed,18663,13746,7725,14193,12165,66492,7388.0,26,Female,No,Yes,Other,River,No,2,13686,27544,0,No,Yes,231,Private,1,No,Rented House,309982,Yes
H00414,Delhi,Urban,2,45718,No Schooling,Employed,29540,19557,1104,13651,11814,75666,37833.0,49,Male,No,Yes,LPG,Other,No,1,9762,24834,2,No,No,211,Unemployed,0,No,Rented House,252536,No
H00415,Uttar Pradesh,Urban,3,37602,Graduate,Employed,22361,29060,8675,14892,1152,76140,25380.0,76,Male,No,No,Other,Piped Water,No,2,5969,41845,2,No,No,7,Self-Employed,6,Yes,Rented House,259525,No
H00416,Delhi,Urban,5,79658,Primary,Unemployed,21053,7568,6285,1936,16682,53524,10704.8,68,Female,Yes,No,LPG,Other,Yes,2,12178,34671,1,Yes,Yes,121,Private,1,Yes,Own House,142645,Yes
H00417,West Bengal,Rural,5,83112,Higher Secondary,Unemployed,13085,36369,5097,13534,9312,77397,15479.4,26,Female,No,Yes,LPG,Other,No,2,6168,26515,4,Yes,No,482,Government,3,No,Own House,436550,Yes
H00418,Maharashtra,Rural,1,63067,Graduate,Unemployed,26209,20041,8259,12431,4290,71230,71230.0,66,Female,Yes,No,Electricity,Well,No,2,17097,15489,0,Yes,No,41,Self-Employed,3,Yes,Own House,215547,No
H00419,Rajasthan,Rural,8,32516,Higher Secondary,Unemployed,28327,7080,8032,8103,16159,67701,8462.625,25,Female,No,No,Electricity,Well,Yes,1,14096,27844,3,Yes,Yes,332,Private,9,Yes,Own House,65364,No
H00420,Karnataka,Rural,8,92969,Higher Secondary,Employed,5981,14854,9240,12343,2145,44563,5570.375,60,Male,Yes,No,Other,River,Yes,0,7203,18782,1,Yes,Yes,232,Private,0,Yes,Temporary Shelter,406373,Yes
H00421,Maharashtra,Rural,4,6089,Primary,Self-Employed,23153,3159,1338,7202,10935,45787,11446.75,36,Male,Yes,Yes,LPG,River,No,1,3545,45138,0,Yes,Yes,69,Private,1,No,Temporary Shelter,271466,No
H00422,Maharashtra,Rural,7,42346,Secondary,Self-Employed,7247,28025,4315,9056,4188,52831,7547.285714285715,33,Male,Yes,No,Wood,Other,No,0,863,34410,0,No,No,366,Private,0,No,Temporary Shelter,119024,No
H00423,Karnataka,Rural,3,79663,Graduate,Self-Employed,12553,5368,1347,1556,8189,29013,9671.0,60,Female,No,Yes,LPG,River,Yes,0,16148,7359,2,No,Yes,15,Unemployed,5,No,Own House,264626,No
H00424,Uttar Pradesh,Rural,6,15487,Primary,Self-Employed,22811,35085,5209,1214,1879,66198,11033.0,65,Male,No,Yes,Wood,Other,No,0,17809,45268,4,Yes,Yes,68,Self-Employed,2,Yes,Temporary Shelter,298011,Yes
H00425,Rajasthan,Urban,9,5155,Higher Secondary,Unemployed,8135,28094,5007,10524,4743,56503,6278.111111111111,52,Female,No,Yes,Other,River,No,1,18688,12646,3,Yes,Yes,52,Unemployed,0,No,Temporary Shelter,256703,No
H00426,West Bengal,Urban,1,72494,Primary,Unemployed,7573,2230,7075,11060,10737,38675,38675.0,62,Female,No,Yes,Other,River,No,1,653,2254,4,Yes,No,172,Self-Employed,7,No,Own House,240888,No
H00427,Delhi,Rural,5,81229,Secondary,Unemployed,22515,18517,5273,1254,16830,64389,12877.8,57,Female,Yes,Yes,Wood,Well,Yes,1,8129,8866,2,No,Yes,434,Private,3,Yes,Temporary Shelter,341355,No
H00428,Tamil Nadu,Rural,4,43547,Postgraduate,Self-Employed,28284,24991,4968,1964,19537,79744,19936.0,66,Male,No,No,Wood,Well,No,1,443,48617,3,No,No,481,Self-Employed,9,No,Own House,358100,No
H00429,Delhi,Urban,8,33795,Graduate,Unemployed,15731,2301,5692,14775,6111,44610,5576.25,70,Male,No,No,LPG,Well,Yes,1,5106,11330,3,No,No,261,Government,6,Yes,Own House,370196,Yes
H00430,Tamil Nadu,Rural,1,60296,Secondary,Unemployed,9189,29610,3820,6209,13016,61844,61844.0,46,Female,No,Yes,Other,Well,Yes,0,4436,17865,1,No,Yes,378,Self-Employed,9,Yes,Own House,208343,No
H00431,Delhi,Rural,9,26447,No Schooling,Employed,16541,16927,5198,4658,14386,57710,6412.222222222223,49,Male,No,No,LPG,Piped Water,Yes,1,19241,6002,3,Yes,No,288,Government,1,Yes,Rented House,341530,No
H00432,Karnataka,Rural,6,41598,Graduate,Employed,12878,35678,4811,11261,14216,78844,13140.666666666666,42,Female,No,No,Wood,Well,No,0,9472,1322,0,No,No,462,Government,5,Yes,Own House,6732,No
H00433,West Bengal,Urban,4,46814,Secondary,Unemployed,13087,25466,4173,9804,6412,58942,14735.5,30,Female,No,No,Electricity,Piped Water,Yes,1,3039,27150,4,No,No,14,Unemployed,5,No,Temporary Shelter,171825,Yes
H00434,Rajasthan,Urban,9,95751,Higher Secondary,Employed,15667,15904,2064,867,6949,41451,4605.666666666667,42,Female,No,No,Electricity,Well,No,1,8291,34369,4,Yes,No,269,Self-Employed,6,No,Temporary Shelter,242076,Yes
H00435,Tamil Nadu,Urban,5,80330,Graduate,Employed,22919,27081,2340,3570,2225,58135,11627.0,76,Male,No,No,Electricity,River,Yes,2,10278,9150,1,Yes,No,166,Private,0,No,Own House,235430,Yes
H00436,Rajasthan,Urban,5,92960,Graduate,Unemployed,4776,25354,6558,6176,16370,59234,11846.8,40,Male,Yes,No,Wood,Other,No,0,16285,49076,3,Yes,Yes,62,Self-Employed,0,Yes,Rented House,246328,No
H00437,Rajasthan,Urban,5,68278,Primary,Unemployed,11311,28761,7631,1594,9804,59101,11820.2,39,Female,Yes,No,LPG,River,No,1,13944,3674,2,No,Yes,260,Unemployed,1,No,Rented House,34422,No
H00438,Rajasthan,Rural,1,60077,Higher Secondary,Unemployed,29564,19300,1226,8490,8022,66602,66602.0,72,Male,No,Yes,Other,River,No,1,2737,36597,0,Yes,Yes,499,Government,1,No,Rented House,491483,No
H00439,Gujarat,Urban,1,76906,No Schooling,Unemployed,9697,30491,9936,14582,14163,78869,78869.0,32,Male,No,Yes,Wood,Piped Water,Yes,1,1607,11257,1,No,No,120,Government,4,Yes,Temporary Shelter,76964,Yes
H00440,Uttar Pradesh,Rural,8,14528,Postgraduate,Self-Employed,16629,36525,7197,4270,5284,69905,8738.125,37,Male,No,Yes,Electricity,Well,No,2,2953,19675,3,No,Yes,345,Unemployed,0,Yes,Rented House,56284,No
H00441,Delhi,Rural,8,98812,Secondary,Self-Employed,10386,27532,9757,7182,9972,64829,8103.625,79,Male,No,No,LPG,Other,No,0,12173,40344,2,No,No,239,Unemployed,1,No,Rented House,128575,No
H00442,Rajasthan,Urban,6,55100,Primary,Unemployed,19046,7464,782,8813,18116,54221,9036.833333333334,67,Female,Yes,No,Other,Other,Yes,1,5933,18045,3,No,No,464,Self-Employed,5,Yes,Own House,11311,Yes
H00443,Delhi,Urban,4,13179,Secondary,Employed,27055,17562,1581,5799,10555,62552,15638.0,31,Male,Yes,Yes,Other,Well,Yes,1,11386,15062,1,Yes,No,106,Government,2,No,Rented House,200341,No
H00444,Rajasthan,Rural,2,53781,No Schooling,Unemployed,10044,9683,4385,3850,13176,41138,20569.0,41,Female,No,No,Wood,Piped Water,No,1,15221,35390,2,Yes,No,494,Unemployed,3,Yes,Rented House,391651,No
H00445,Tamil Nadu,Rural,2,60267,No Schooling,Unemployed,22602,33634,3381,12549,7946,80112,40056.0,74,Female,Yes,No,Wood,Piped Water,Yes,2,4682,35259,2,No,Yes,179,Self-Employed,0,Yes,Rented House,432795,Yes
H00446,Uttar Pradesh,Rural,9,87379,Graduate,Employed,11615,1060,3470,9524,5225,30894,3432.6666666666665,56,Male,Yes,Yes,Other,Piped Water,Yes,1,14853,24952,2,Yes,No,15,Self-Employed,4,No,Own House,204950,Yes
H00447,Uttar Pradesh,Urban,5,28952,No Schooling,Self-Employed,17034,10269,9844,10094,15269,62510,12502.0,46,Female,No,Yes,Other,Other,Yes,0,11284,30784,2,No,Yes,354,Private,3,Yes,Own House,338144,Yes
H00448,Karnataka,Urban,4,58798,Secondary,Unemployed,7060,24065,7485,3820,1909,44339,11084.75,79,Female,No,Yes,Electricity,Piped Water,No,0,11154,44942,3,No,Yes,421,Government,7,Yes,Rented House,390403,Yes
H00449,Gujarat,Urban,1,55939,Higher Secondary,Unemployed,12900,3895,1447,3390,8705,30337,30337.0,75,Male,No,No,Other,Piped Water,Yes,0,9047,11896,2,Yes,No,308,Self-Employed,2,Yes,Temporary Shelter,179586,Yes
H00450,Karnataka,Urban,7,34516,Higher Secondary,Self-Employed,29751,16323,5260,8989,16865,77188,11026.857142857143,37,Female,Yes,No,Wood,Other,No,0,10338,24550,3,Yes,Yes,214,Unemployed,9,No,Temporary Shelter,307455,No
H00451,Karnataka,Urban,3,61526,Graduate,Self-Employed,24258,13352,566,591,756,39523,13174.333333333334,71,Female,Yes,No,LPG,Other,Yes,1,14323,34946,2,No,Yes,76,Government,0,No,Own House,10300,Yes
H00452,Karnataka,Rural,6,15449,Postgraduate,Employed,7581,39591,9328,1275,18605,76380,12730.0,47,Male,No,Yes,Electricity,River,Yes,2,4925,45137,2,Yes,Yes,224,Unemployed,9,No,Rented House,65375,No
H00453,Karnataka,Urban,5,55290,Secondary,Self-Employed,4014,31890,9005,2850,16204,63963,12792.6,78,Male,No,Yes,Electricity,Other,No,2,5783,47230,1,No,No,92,Unemployed,4,Yes,Temporary Shelter,296707,No
H00454,Karnataka,Rural,5,91661,Secondary,Self-Employed,22173,33016,1064,13800,18307,88360,17672.0,53,Male,Yes,No,Other,Well,Yes,2,12343,17604,3,Yes,No,180,Self-Employed,0,Yes,Rented House,442176,Yes
H00455,West Bengal,Rural,5,77954,No Schooling,Self-Employed,14997,12962,9517,14517,3490,55483,11096.6,46,Male,Yes,Yes,LPG,Other,Yes,1,9917,45828,3,No,No,173,Self-Employed,4,Yes,Own House,121227,Yes
H00456,Uttar Pradesh,Rural,1,27746,Secondary,Employed,12635,34302,4170,2584,1695,55386,55386.0,25,Male,No,Yes,Electricity,Other,Yes,2,10145,30141,4,No,Yes,353,Private,8,Yes,Temporary Shelter,79244,No
H00457,Karnataka,Urban,1,72990,Primary,Self-Employed,27487,20846,9717,1009,1744,60803,60803.0,53,Female,Yes,No,Wood,Piped Water,Yes,0,6723,10815,1,Yes,Yes,353,Unemployed,4,No,Own House,390305,No
H00458,Rajasthan,Urban,3,63810,Postgraduate,Self-Employed,15648,5011,2751,8247,11915,43572,14524.0,72,Female,No,Yes,Other,River,No,1,16568,21903,3,Yes,No,218,Self-Employed,1,No,Rented House,387451,No
H00459,Uttar Pradesh,Urban,4,88297,No Schooling,Employed,9148,20782,1304,11701,7266,50201,12550.25,29,Male,No,Yes,Wood,Piped Water,No,2,16905,3470,1,No,No,142,Private,1,Yes,Own House,159162,Yes
H00460,Uttar Pradesh,Rural,5,20223,Primary,Self-Employed,26150,3155,5131,5701,12162,52299,10459.8,59,Male,Yes,Yes,Other,River,No,0,17632,2008,1,Yes,Yes,314,Government,9,No,Own House,114687,No
H00461,Maharashtra,Rural,2,77237,Graduate,Self-Employed,29789,10196,1735,12130,16710,70560,35280.0,79,Female,Yes,No,Electricity,Piped Water,No,0,13349,37175,1,Yes,No,433,Private,8,No,Own House,16328,Yes
H00462,West Bengal,Rural,8,7597,Higher Secondary,Employed,20748,22709,7220,7095,18190,75962,9495.25,34,Male,Yes,No,Other,Well,No,1,1002,21234,0,No,No,392,Private,4,No,Own House,419870,No
H00463,Karnataka,Rural,2,70677,Graduate,Unemployed,16022,14327,7406,1359,10813,49927,24963.5,43,Male,No,Yes,LPG,Piped Water,No,1,6266,44165,3,No,Yes,281,Unemployed,7,Yes,Temporary Shelter,137286,No
H00464,Delhi,Rural,9,7659,Higher Secondary,Employed,22013,36474,6516,7774,2902,75679,8408.777777777777,61,Female,No,No,Wood,Piped Water,No,2,11330,49749,1,Yes,Yes,258,Government,9,No,Rented House,188812,No
H00465,Tamil Nadu,Rural,2,91516,Graduate,Self-Employed,7919,33769,4049,1731,17380,64848,32424.0,31,Female,No,No,LPG,Well,Yes,2,14980,3687,0,Yes,No,355,Unemployed,3,No,Temporary Shelter,458165,Yes
H00466,Gujarat,Urban,9,79567,Secondary,Self-Employed,17886,25700,8438,5681,13775,71480,7942.222222222223,70,Female,No,No,Wood,Well,No,2,7017,30123,0,No,No,46,Unemployed,1,No,Rented House,432129,Yes
H00467,Rajasthan,Urban,7,20037,Primary,Self-Employed,24059,15820,4641,7748,15415,67683,9669.0,59,Male,No,Yes,Wood,Other,No,1,8585,45253,2,No,No,4,Private,3,No,Rented House,420768,No
H00468,Delhi,Urban,8,51738,Higher Secondary,Employed,27256,11891,7466,5176,1409,53198,6649.75,69,Female,No,No,Other,Piped Water,No,2,16011,2513,2,No,No,61,Private,3,No,Rented House,297521,No
H00469,West Bengal,Urban,2,76678,No Schooling,Self-Employed,8638,35629,5835,5895,16306,72303,36151.5,37,Male,Yes,Yes,Electricity,Well,Yes,2,18001,25138,3,No,Yes,467,Self-Employed,8,Yes,Rented House,156806,No
H00470,Tamil Nadu,Rural,7,17109,Primary,Self-Employed,6651,6269,5577,11074,872,30443,4349.0,34,Female,No,Yes,Electricity,Well,No,0,17044,22655,2,No,No,83,Private,9,No,Rented House,352401,Yes
H00471,West Bengal,Rural,6,27010,No Schooling,Employed,2609,9320,6111,8645,1844,28529,4754.833333333333,26,Male,No,No,LPG,Other,No,0,5524,11052,3,No,No,132,Self-Employed,5,No,Temporary Shelter,18610,Yes
H00472,Rajasthan,Urban,4,13787,Primary,Unemployed,9940,11740,8589,3748,9015,43032,10758.0,30,Male,No,Yes,Other,River,No,0,5250,3557,0,No,Yes,393,Unemployed,9,Yes,Rented House,450823,Yes
H00473,Uttar Pradesh,Rural,7,13472,Primary,Unemployed,12348,36897,3392,11577,2931,67145,9592.142857142857,32,Male,No,No,Electricity,Well,Yes,2,7512,8564,0,No,Yes,335,Private,5,No,Own House,472374,Yes
H00474,Tamil Nadu,Urban,4,28383,Graduate,Self-Employed,5866,31930,6077,6363,19668,69904,17476.0,60,Female,Yes,No,Wood,Well,No,1,319,1250,3,Yes,Yes,62,Government,4,Yes,Temporary Shelter,159947,Yes
H00475,Uttar Pradesh,Urban,2,66709,Higher Secondary,Employed,18755,18285,4118,6871,11085,59114,29557.0,49,Female,No,Yes,Wood,Piped Water,Yes,0,10416,47405,2,Yes,Yes,280,Government,5,Yes,Temporary Shelter,55082,No
